Date,Username,Comment
15:55:17,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:55:18,Lally’s Replacement 🤡,MADAM PRESIDENT
15:55:20,ravi hyd2776,Kamala is Anti India......
15:55:22,Pochaco2015,I will vote for you trump
15:55:23,Lally’s Replacement 🤡,Massachusetts for Kamala :blue_heart::blue_heart:
15:55:25,ravi hyd2776,"Trump for India, Trump for Global Peace, Vote for Trump... Love from India"
15:55:47,Spirits ,100% she will be in the White House :sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:55:50,Lally’s Replacement 🤡,USA FOR KAMALA
15:55:52,Bill S,kamala will win trump is lyre like modi
15:55:55,Ambedkar9876,KAMALA IS ANTI HINDU AND ANTI INDIAN.
15:55:57,XICHAVO MATLHARINI,TRUMP TRUMP TRUMP TRUMP
15:56:00,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:56:02,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:56:05,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:56:27,Jose Rizal,TRUMP 
15:56:28,Spirits ,Oh what a day it will be to stop feeding haters :sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:56:30,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:56:32,Ntali Joel,Trump for sure.:flexed_biceps::flexed_biceps::flexed_biceps:
15:56:34,SOMERANDUMGUY2022,who controlls these 2 bots spirits and lallys is it kamala hahahah 2
15:56:36,Thorfinn,"kamala should win , it will create history as first Indian American to become president of usa , first Asian American to become president of America. it will increase indias soft power in globe ."
15:56:38,Jose Rizal,HA HA HA HA HA AH AH AH AH :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
15:56:40,sanjay verma,kamala is not indian
15:57:02,Imkong Ozukum,Trump :flexed_biceps::sign_of_the_horns:
15:57:03,T zacrok,:hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:vote for Donal trump
15:57:05,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:57:07,Tim Bob,":rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:these people really believe anything will change regardless of whoever becomes chief puppet....every time it is the same, all theatre designed to create an illusion of choice...:ewe::ewe::ewe:"
15:57:08,Spirits ,Bullies time to go sit in the corner :winking_face:
15:57:10,ravi hyd2776,Kamala is Anti India
15:57:12,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:57:13,ravi hyd2776,"Trump for India, Trump for Global Peace, Vote for Trump... Love from India"
15:57:15,אהרן פינהסיק,Trump!!! :red_heart::red_heart::red_heart::red_heart::red_heart: because I am normal!!!!!
15:57:16,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:57:18,Shaon Baidya.,Trump 2024:red_heart::red_heart:
15:57:20,Basanta Paudel,don taharam
15:57:21,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:57:43,Coco Moose,@ravi hyd2776 look at this fool saying trump for India LOLLLL
15:57:45,Joep H,All Puppets
15:57:47,Imkong Ozukum,we indian want trump
15:57:49,Coco Moose,@ravi hyd2776 This is US election not indian
15:57:51,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:57:53,T zacrok,:finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one:
15:57:55,Spirits ,Well guess what :sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:57:57,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:57:58,Coco Moose,India loves you kamala! vote for kamala! KAMALA FOR THE WIN. Hindus love kamala! 
15:58:00,Shaon Baidya.,Trump 2024:thumbs_up::thumbs_up::thumbs_up:
15:58:24,Spirits ,Standing for woman rights :sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:58:28,Spirits ,We are proud to be there for woman :sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:58:31,SOMERANDUMGUY2022,why would u want your bills to get higher and have no cash? just why let's kids be sold your all sick
15:58:55,J.Jm1997,I'm from Thailand
15:58:59,Spirits ,Planting seeds of lies do t work :winking_face::sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:03,Shaon Baidya.,Indians vote for Trump:red_heart::red_heart:
15:59:24,Archana Dubey,Trump Trump and only Trump 
15:59:25,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:27,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:28,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:29,SOMERANDUMGUY2022,voting for kid sellers
15:59:31,SOMERANDUMGUY2022,wow
15:59:32,Thorfinn,"Kamala is Indian origin Hindu, she is just acting as Black women to attract votes , great strategy. She should win , She is still Indian American. it will increase Indias power in globe"
15:59:34,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:35,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:36,rishabh yadav,What about trans?
15:59:38,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:39,SOMERANDUMGUY2022,sheep or bot? prob abot
15:59:40,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
15:59:42,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:03,Milan Bir,@rishabh yadav what about them
16:00:05,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:06,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:08,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:09,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:11,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:12,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:14,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:15,Saleh,trump
16:00:17,Shaon Baidya.,Indians vote for Trump:red_heart::red_heart:
16:00:41,Archana Dubey,"I m from India, vote for Trump pls"
16:00:46,Spirits ,Blue closer to Heaven :sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:00:50,Spirits , Ever
16:00:54,Saleh,I'm voting later
16:01:16,Thorfinn,Indian American Kamala harris to win
16:01:19,Jason Kidwell,let's go trump we love trump
16:01:21,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:01:24,Shaon Baidya.,Modi- Trump:red_heart::red_heart:
16:01:26,Saleh,she's not indian
16:01:28,SOMERANDUMGUY2022,TRUMP FOR THE WORLD HES THE 1 AND ONLY MAN COME ON
16:01:31,Jason Kidwell,camel toe ain't got nothing to offer America
16:01:33,Jason Kidwell,Trump 2024
16:01:55,Andrea Pritchett,just remember you're breaking God's law by voting for a woman
16:01:57,Spirits ,Why would u love something you have no idea about.
16:01:59,Saleh,she got camel toe?
16:02:01,Gamer 69,rohit sharma legend
16:02:03,Jerry Thor,"I don't know anyone voting for Kamala, including hundreds of women of all ages"
16:02:05,Jason Kidwell,we love trump
16:02:07,Hank Aaron,Same !
16:02:33,ADI,Harris is not indian
16:02:40,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:02:46,Saleh,Wisconsin and Arizona will go red
16:03:07,Spirits ,:sparkles::blue_heart::sparkles::blue_heart::sparkles::blue_heart::sparkles:
16:03:09,Jason Kidwell,Harris is so fake
16:03:10,Shaon Baidya.,Kamala is not indian.
16:03:12,Jerry Thor,Kamala is no good for America
16:03:13,Saleh,Arabs in Michigan voting red this year since reagen
16:03:14,Jason Kidwell,Trump 2024
16:03:16,Jerry Thor,Trump
16:03:17,Andrea Pritchett,you will be a fool if you vote for Harris and I am a woman and I am not voting for her
16:03:19,Jerry Thor,Trump
16:03:42,Sam Lunjala,trump will win.
16:03:44,Avi,Trump 
16:03:47,Jason Kidwell,America loves trump
16:03:49,Rangaraj Obuli,Modi And Trump... !! will rule the world
16:03:52,SOMERANDUMGUY2022,only mindless manipulated sheep vote for that evil woman
16:03:54,Shaon Baidya.,Hindu vote for Trump:red_heart::red_heart:
16:03:57,Jacque Reeves,we don't need a woman who can't even admit of Biden was fit or not to run a. country
16:04:20,Jason Kidwell,regardless of nationality and background Trump is by far the best candidate to lead this country
16:04:23,Saleh,modi no good
16:04:26,Saleh,trump good
16:04:30,Kevin Abishek,Trump
16:04:33,Jason Kidwell,Trump loves America
16:04:36,Channel MT News,kamola
16:04:57,KiiNG,trump for world peace:hand-pink-waving::hand-pink-waving:
16:04:58,Thorfinn,"trump shouldn't win ,"
16:04:59,Jason Kidwell,Trump will help this country and the world
16:05:00,Shaon Baidya.,Trump 2024:red_heart::red_heart::red_heart:
16:05:01,SOMERANDUMGUY2022,every chat I go in it's always 98% trump lovers and 2% kid sellers
16:05:03,Channel MT News,kamala 
16:05:04,Hans Prasetya,Trump 
16:05:05,Jason Kidwell,Trump will make world peace
16:05:31,Jason Kidwell,2024 trump
16:05:36,SAGA MOVIES,Trump bitcoin.....Trump 804 :rolling_on_the_floor_laughing:
16:05:42,Arshpreet Singh Spal,Trump 
16:06:04,Nicolaus Marwa,Trump
16:06:07,melissa,PENNSYLVANIA FOR DONALD
16:06:09,Shaon Baidya.,Trump will win
16:06:11,Parameshwar Prateesh,Will Kamala akka boost India?
16:06:14,Stories With J,T R U M P 
16:06:16,Jason Kidwell,where's my trump supporters at let's rally up trump 2024
16:06:46,Shaon Baidya.,Trump 2024
16:06:55,Jason Kidwell,no one is voting for her I promise you
16:07:16,Jason Kidwell,the news lies
16:07:16,Hans Prasetya,Trump 
16:07:16,Jason Kidwell,2024 trump
16:07:16,JR M,Many of my family members became US citizens to vote for Trump. Trump 2024
16:07:19,SOMERANDUMGUY2022,trump is my dad
16:07:23,Shaon Baidya.,America love Trump:red_heart:
16:07:24,tarino,BUY DJT
16:07:27,Jason Kidwell,2024 trump
16:07:44,Lueng Gai,Harriss will bring peace to US as well as the whole world
16:07:57,Thorfinn,full support to Kamala harris
16:07:59,Parameshwar Prateesh,Kamala akka will WIN :blue_circle:Kamala akka will WIN :blue_circle:Kamala akka will WIN :blue_circle:Kamala akka will WIN :blue_circle:Kamala akka will WIN :blue_circle:Kamala akka will WIN :blue_circle:Kamala akka will WIN :blue_circle:Kamala akka will WIN :blue_circle:
16:08:00,Jennifer Campbell,I am a defender of the Christian faith and I believe God will not go with abortion and gender changes and so kamela will not win
16:08:08,Vishnu Pradeep,If kamala wins - USA will belong to Wokeism & DARKSIDE of Hollywood.
16:08:12,Jason Kidwell,Harris even lied about working McDonald's so what else has she lied to us Americans about she is a terrible leader she does not deserve to be in office Trump 2024 baby
16:08:18,tarino,BUY DJT
16:08:19,Shaon Baidya.,Harries is not indian.
16:08:45,Ramsey Fayiah Joseph ,madam Kamala Harriss will win
16:08:47,Jason Kidwell,Harris camel toe didn't offer America nothing
16:08:56,Vishnu Pradeep,If kamala wins - USA will belong to Wokeism & DARKSIDE of Hollywood.
16:08:57,Jason Kidwell,nope
16:09:02,Jason Kidwell,Trump
16:09:06,Pab,trump
16:09:08,Lisa Mcbride,"I'm still laughing at kamala for pretending to talk like a southern American. With her ""You Betta Thank A Union Memba"" speech :grinning_squinting_face:"
16:09:12,Parameshwar Prateesh,look at the chat
16:09:13,Pab,"yes bro, trump"
16:09:15,Parameshwar Prateesh,it's a blue flood
16:09:20,Jason Kidwell,she's so fake
16:09:24,Chaitanya A,Trump for peace
16:09:35,drun house,trumpppp
16:09:46,曾主任,trump
16:10:07,Jason Kidwell,Trump
16:10:08,Jason Kidwell,2024
16:10:09,Jennifer Campbell,she is hindu she don't know yeshuwah the christ
16:10:10,Sonywa Justus,trump trump trump trump0000000
16:10:11,Ohi Osman,Trump
16:10:12,Jason Kidwell,Harris is so fake
16:10:13,Antonio Augusto,Kamlesh Harish is African not INDIAN
16:10:14,Parameshwar Prateesh,BLUE DOMINATION :blue_circle:
16:10:15,👻realelina2002,:ghost: Realelina2002 add .for trump
16:10:16,drun house,she is a big lier
16:10:17,Parameshwar Prateesh,BLUE DOMINATION :blue_circle:
16:10:18,Vishnu Pradeep,If kamala wins - USA will belong to Wokeism & DARKSIDE of Hollywood.
16:10:19,👻realelina2002,:ghost: Realelina2002 add .for trump
16:10:20,Jason Kidwell,u wish red let's go!!!!!!!
16:10:21,Parameshwar Prateesh,BLUE WIN:blue_heart:
16:10:22,👻realelina2002,:ghost: Realelina2002 add .for trump
16:10:23,Jason Kidwell,red take over
16:10:24,Shaon Baidya.,Trump-Modi :red_heart::red_heart:
16:10:25,Bavon Mukuna,"Donald Trump Make America great again, "
16:10:26,Lisa Mcbride,she's Hindu and Jamaican. she's not a true American
16:10:48,Parameshwar Prateesh,BLUE WIN:blue_heart:
16:10:49,Parameshwar Prateesh,look at the chat @Jason Kidwell 
16:10:50,Parameshwar Prateesh,it's all blue
16:10:52,Jason Kidwell,haha right
16:10:53,Thorfinn,"she is Indian, she is acting as Black to attract votes , it's great strategy, she will win"
16:10:54,👻realelina2002,:ghost: Realelina2002 add .for trump
16:10:56,Billy Sendio,Trumps somewhere bopping on a microphone 
16:10:57,Jason Kidwell,it's all red
16:10:58,Jason Kidwell,lol
16:10:59,Uncyphered,MAGA MAGA MAGA :red_heart::red_heart::red_heart::red_heart::red_heart:
16:11:01,Lalita Nag,:triangular_flag: Trump ji
16:11:02,Jason Kidwell,trump
16:11:03,Shaon Baidya.,Trump 2024
16:11:04,tarino,Still haven't bought DJT?? When are you gonna get rich??
16:11:27,tarino,BUY DJT
16:11:29,👻realelina2002,:ghost: Realelina2002 add .for trump
16:11:32,Jason Kidwell,2024 Trump america
16:11:34,Hasan Osman ,win for trup
16:11:36,Lisa Mcbride,"once you start mixing with immigrants, you no longer have the strong American spirit. she doesn't even have one American parent"
16:11:39,Thorfinn,kamala winning
16:11:41,tarino,BUY DJT and you will thank me
16:11:44,Jason Kidwell,Harris is fakke
16:11:46,Jason Kidwell,big fake
16:12:07,Parameshwar Prateesh,:blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:
16:12:09,Jason Kidwell,big lies to americans
16:12:10,Thorfinn,"women r voting for Kamala , she will win"
16:12:12,Lisa Mcbride,At least Obama had one American parent
16:12:13,Parameshwar Prateesh,:blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart: KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:
16:12:15,Jason Kidwell,Trump 2024
16:12:16,Jesus is Lord,Lord of hosts Holy Spirit Almighty God please help help help help help help help Tump in every way in every area to victorious successful wins for the Kingdom of Light forever all for your glory:hundred_points::hundred_points:
16:12:18,Prince,Trump up up
16:12:19,Vishnu Pradeep,If kamala wins - USA will belong to Wokeism & DARKSIDE of Hollywood.
16:12:21,Parameshwar Prateesh,:blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart: KAMALA 2024 - 2028:blue_heart: MICHELLE 2028 - 2036 :blue_heart:
16:12:22,Jason Kidwell,Trump up
16:12:23,Ntali Joel,Trump
16:12:25,Jason Kidwell,look at spam boy here
16:12:26,Lisa Mcbride,Kamala has two immigrant parents
16:12:48,Shaon Baidya.,Trump will win:red_heart::red_heart:
16:12:50,Jason Kidwell,lol
16:12:52,Vishnu Pradeep,If kamala wins - USA will belong to Wokeism & DARKSIDE of Hollywood.
16:12:54,tarino,Still haven't bought DJT? Wake me up when you do.
16:12:55,Lisa Mcbride,Indian at that
16:12:57,Jason Kidwell,raining red
16:12:59,Vu Viet Hung Truong (Henry),may the better president win
16:13:01,Xis,PUTIN IS GONNA GRAB TRUMP BY THE KITTY WHEN HE LOSES
16:13:02,Oriol Borràs,YOGI ADITYANATH WILL WIN.
16:13:04,Jason Kidwell,red for the win
16:13:26,Parameshwar Prateesh,KAMALA 2024 - 2032:blue_heart: MICHELLE 2032 - 2040:blue_heart: SAFE AMERICA FOR NEXT DECADES :carp_streamer:KAMALA 2024 - 2032:blue_heart: MICHELLE 2032 - 2040:blue_heart: SAFE AMERICA FOR NEXT DECADES :carp_streamer:
16:13:27,Jason Kidwell,America loves trump
16:13:28,Vishnu Pradeep,If kamala wins - USA will belong to Wokeism & DARKSIDE of Hollywood.
16:13:30,Xis,PROFESSOR DUMBLEDORE WILL WIN
16:13:31,Marianely Guerrero,Trump Dominican Republic  
16:13:32,Jason Kidwell,Harris is fakke
16:13:34,Priyancka Jaiin,Voted for Trump! :heart_suit:
16:13:35,Parameshwar Prateesh,:blue_heart:KAMALA 2024 - 2032:blue_heart: MICHELLE 2032 - 2040:blue_heart: SAFE AMERICA FOR NEXT DECADES :carp_streamer: @Jason Kidwell 
16:13:36,Jason Kidwell,lied about McDonald's
16:13:37,Thorfinn,"proud of Kamala , she is genius, she will win & create history,"
16:13:39,Shaon Baidya.,Indians vote for Trump:red_heart::red_heart:
